Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2012,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,6890.0,N,NA,
2013,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,7216.0,N,NA,
2014,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,8103.0,N,NA,
2015,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,8616.0,N,NA,
2016,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,9664.0,N,NA,
2017,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,9877.0,N,NA,
2018,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,9954.0,N,NA,
2019,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,10199.0,N,NA,
2020,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,10375.0,N,NA,
2021,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,10517.0,N,NA,
2022,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,10974.0,N,NA,
2023,Albania,008,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,11571.0,N,NA,
2012,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,5513.0,N,NA,
2013,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,5715.0,N,NA,
2014,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,5852.0,N,NA,
2015,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,5970.0,N,NA,
2016,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,6343.0,N,NA,
2017,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,7821.0,N,NA,
2018,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,7304.0,N,NA,
2019,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,7676.0,N,NA,
2020,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,8816.0,N,NA,
2021,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,8042.0,N,NA,
2022,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,8110.0,N,NA,
2023,Albania,008,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,7880.0,N,NA,
2012,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4027.0,N,NA,
2013,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4447.0,N,NA,
2014,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4455.0,N,NA,
2015,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4901.0,N,NA,
2016,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4227.0,N,NA,
2017,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4537.0,N,NA,
2018,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4146.0,N,NA,
2019,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4722.0,N,NA,
2020,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4317.0,N,NA,
2021,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,3813.0,N,NA,
2022,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4084.0,N,NA,
2023,Albania,008,Employees,04,04,Number of employees,37,Sewerage,37B,4476.0,N,NA,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.066E9,M,3.758405759E7,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.641E9,M,4.392009597E7,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,5.182E9,M,4.912779674E7,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,3.816E9,M,3.029493164E7,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,3.98E9,M,3.205993216E7,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.174E9,M,3.504617968E7,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.93E9,M,4.565272695E7,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,3.294E9,M,2.99861179E7,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.639E9,M,4.269673263E7,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.818E9,M,4.654173107E7,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,4.278E9,M,3.784445353E7,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,05,Mining of coal and lignite,05A,5.183647E9,M,5.150426747E7,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.707E9,M,5.275263567E7,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,6.393E9,M,6.050014513E7,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,7.089E9,M,6.720705347E7,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.913E9,M,4.694285398E7,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,4.858E9,M,3.913244986E7,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.12E9,M,4.29890848E7,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.371E9,M,4.973646987E7,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.437E9,M,4.949439072E7,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.416E9,M,4.984813622E7,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,5.255E9,M,5.076313756E7,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,6.305E9,M,5.577589516E7,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,07,Mining of metal ores,07B,7.099288E9,M,7.053791048E7,
2010,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,1.458E9,M,1.402777368E7,
2011,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,1.847E9,M,1.830600891E7,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,2.0E9,M,1.84869934E7,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,2.406E9,M,2.27691771E7,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,2.183E9,M,2.069586651E7,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,2.61307590235E9,M,2.074500939E7,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,3.74713605132E9,M,3.018415266E7,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,4.075E9,M,3.421494542E7,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,4.714E9,M,4.365252633E7,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,4.934E9,M,4.491545408E7,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,6.432E9,M,5.919926369E7,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,7.068E9,M,6.827666151E7,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,8.19285262286E9,M,7.247639793E7,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,10,Food products,10,9.124E9,M,9.065527349E7,
2010,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,7.52E8,M,7235175.45,
2011,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,7.01E8,M,6947759.74,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,8.75E8,M,8088059.61,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,8.68E8,M,8214316.59,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.007E9,M,9546833.52,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.017E9,M,8073885.08,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.155E9,M,9303824.53,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.153E9,M,9680940.39,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.301E9,M,1.204750462E7,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.387E9,M,1.262621297E7,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.429E9,M,1.315232398E7,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.825E9,M,1.762944359E7,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,1.958E9,M,1.732104722E7,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,11,Beverages,11A,2.317E9,M,2.302151125E7,
2010,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,7.6E7,M,731214.54,
2011,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,6.6E7,M,654140.0,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,9.2E7,M,850401.7,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,1.15E8,M,1088302.31,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,2.67E8,M,2531285.55,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,3.133708242E8,M,2487826.96,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,3.0836248214E8,M,2483939.76,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,5.15E8,M,4324097.4,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,7.19E8,M,6658075.19,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,8.22E8,M,7482874.59,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,9.7E8,M,8927749.65,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,1.249E9,M,1.206530139E7,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,1.64863028376E9,M,1.458427119E7,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,13,Textiles,13,2.031E9,M,2.017984003E7,
2010,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,3.461E9,M,3.329912532E7,
2011,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,3.852E9,M,3.817798935E7,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,4.117E9,M,3.805547592E7,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,4.46E9,M,4.220720277E7,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,4.896E9,M,4.641638225E7,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,5.64944849949E9,M,4.485053881E7,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,7.05220315888E9,M,5.680732534E7,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,8.452E9,M,7.096557515E7,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,9.187E9,M,8.507334736E7,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,1.0032E10,M,9.132384177E7,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,1.0162E10,M,9.352968247E7,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,1.1327E10,M,1.0941846986E8,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,1.315767257647E10,M,1.1639666395E8,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,14,Wearing apparel,14,1.5526E10,M,1.5426499081E8,
2010,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,2.586E9,M,2.488053686E7,
2011,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,3.435E9,M,3.404501387E7,
2012,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,3.385E9,M,3.128923633E7,
2013,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,4.136E9,M,3.914102929E7,
2014,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,4.681E9,M,4.437808115E7,
2015,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,5.83345761592E9,M,4.631137309E7,
2016,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,6.89042798312E9,M,5.550418435E7,
2017,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,8.092E9,M,6.794290512E7,
2018,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,9.04E9,M,8.371209972E7,
2019,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,9.222E9,M,8.395020622E7,
2020,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,8.568E9,M,7.885872066E7,
2021,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,9.51E9,M,9.186630603E7,
2022,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,1.248055944885E10,M,1.1040672091E8,
2023,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,15,Leather and related products,15,1.292E10,M,1.283720006E8,
2010,Albania,008,Wages and salaries,05,05,Wages and salaries paid to employees,16,"Wood products, excluding furniture",16,2.7E8,M,2597735.87,
