STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TECH,Technology domain,UNIT_MEASURE,Unit of measure,SIZE,Family size,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA,Climate change mitigation technologies related to transportation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,3567.84999999998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_APP,Energy efficiency in home appliances,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,59.499999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MET_GHG,Reduction of greenhouse gas (GHG) emissions,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,41.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_HY,Hydrogen technology,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,231.583333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_MA,"Marine energy, e.g. using wave energy or salinity gradient",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,103.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD,Climate change mitigation technologies related to buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1884.74999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_PROC,Process efficiency,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,401.666666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE,Renewable energy generation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1828.21666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_END,End-user side,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,477.249999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_GHG,Enabling technologies or technologies with a potential or indirect contribution to GHG emissions mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,75.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_OTHER,Other energy conversion or management systems reducing GHG emissions,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,153.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GHG_CH4,Capture or disposal of methane (CH4),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,35.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_HY,Hybrid vehicles,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,332.666666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_FOOD,"Food processing, e.g. use of renewable energies or variable speed drives in handling, conveying or stacking",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,58.333333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_ELEC,Recycling of waste of electrical or electronic equipment (WEEE),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,20.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,4863.71666666663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS,Climate change mitigation technologies in the production or processing of goods,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,2871.84285714282,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_TE_SG,Smart grids as climate change mitigation technology in the energy generation sector,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,50,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO_BA,Batteries,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1333.14999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_TE,"Technologies for an efficient electrical power generation, transmission or distribution",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,111.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO,Energy storage,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1534.14999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_NUC,Use of waste materials as fillers for mortars or concrete,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,165.583333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_SO,Solar thermal energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,308.999999999998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_MA,Maritime or waterways transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,41,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GHG_PFC_HFC_SF6,"Capture or disposal of perfluorocarbons (PFC), hydrofluorocarbons (HFC) or sulfur hexafluoride (SF6)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,15.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_HV,High-voltage direct current transmission,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,11.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,697.499999999994,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RA,Rail transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,28.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO_CA,Capacitors,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,118.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ICT_CN,Energy efficiency in communication networks,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1204.36111111108,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_SEC,Climate change mitigation technologies for sector-wide applications,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,119.583333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO_TH,Thermal energy storage,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,80.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_HY,Hydro energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,96,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ARC,Architectural or constructional elements improving the thermal performance of buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,55.916666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_GEO,Geothermal energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,48.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIN_LIME,Production or processing of lime,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,9.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO,Road transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,2369.88333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA,Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,2281.73333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_FUEL_WA,"Fuel from waste, e.g. synthetic alcohol or diesel",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,182.199999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_EL,Electric vehicles,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,892.049999999994,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIN_CEM,Production of cement,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,37.7,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE,Energy efficiency in buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1389.66666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_CHEM_PROC,Process efficiency in chemical industry,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,205.916666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_OIL,Technologies relating to oil refining and petrochemical industry,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,240.333333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_TREAT,Wastewater treatment,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,225.833333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_COM_OUT,"Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,194.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,CCM,Climate change mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,14011.8134920633,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_SOPV,Solar thermal-PV hybrids,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,48.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENA,Enabling technologies in buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,208.833333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_GHG,Reduction of greenhouse gas [GHG] emissions in agriculture,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,113.166666666665,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_NUC_FU,Nuclear fusion reactors,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,77.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_PV,Solar photovoltaic (PV) energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1223.21666666665,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GHG_CO2,Capture or disposal of carbon dioxide (CO2),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,202.666666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_COM_INP,Technologies for improved input efficiency (efficient combustion or heat usage),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,66.833333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC,"Reuse, recycling or recovery technologies",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,357.499999999997,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_WASTE,Solid waste management,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,418.499999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_EN_EL,Electric vehicle charging,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,422.883333333329,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MET,Technologies related to metal processing,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,439.499999999997,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_OIL_ETH,Ethylene production,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,72.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_TE_SU,Superconducting electric elements or equipment,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,13,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_LIFT,"Energy efficient elevators, escalators and moving walkways, e.g. energy saving or recuperation technologies",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,3.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_HVAC,"Energy efficient heating, ventilation or air conditioning [HVAC]",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,322.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_NUC,Nuclear energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,244.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GHG_N20,Capture or disposal of nitrous oxide (N2O),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,26.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_EN,Enabling technologies in transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,492.216666666662,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_ORG,Bio-organic fraction processing; Production of fertilisers from the organic fraction of waste or refuse,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,49.499999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_CHEM_GHG,"Reduction of greenhouse gas [GHG] emissions, e.g. CO2",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,54.999999999998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_RENEW,"Using renewable energies, e.g. solar water pumping",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,10.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_TE_NC,Not elsewhere classified,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,52.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_CHEM_FEED,Feedstock,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,110.999999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_EN_CE,"Application of hydrogen technology to transportation, e.g. using fuel cells",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,79.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_COM,"Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,252.166666666665,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_FAT,"Recovery of fats, fatty oils, fatty acids or other fatty substances, e.g. lanolin or waxes",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,17,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_EF,Fuel efficiency-improving vehicle design (common to all road vehicles),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,188.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIT,Enabling technologies with a potential contribution to GHG emissions mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,448.199999999998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_INT,Integration of renewable energy sources in buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,338.666666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR,"Technologies relating to agriculture, livestock or agroalimentary industries",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,227.166666666663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_PACK,"Packaging reuse or recycling, e.g. of multilayer packaging",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,63.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ICT_EE,Energy efficient computing,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1141.25952380951,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_OIL_BIO,Bio-feedstock,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,207.833333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_PL,Plastics and rubber recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,61.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_PA,Paper recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,4.75,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO_MEC,"Mechanical energy storage, e.g. flywheels or pressurised fluids",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,74.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_CO,Conventional vehicles (based on internal combustion engine),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1179.33333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_CE,Fuel cells,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,475.666666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_NUC_FI,Nuclear fission reactors,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,170,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_PROD,Technologies in the production process for final industrial or consumer products,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,780.166666666654,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_DIS,"Mechanical processing of waste for the recovery of materials, e.g. crushing, shredding, separation or disassembly",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,4.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_BAT,Recycling of batteries or fuel cells,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,22,,A,Normal value,0,Units,2,Two
